782990,-3.636719e-01,8.792725e-01,9.946545e+00,2.050323e-01,2.508087e-01,-5.627441e-02
782996,-3.893921e-01,8.679077e-01,9.899292e+00,5.712433e-01,2.020828e+00,4.760742e-03
783000,-3.792236e-01,8.595337e-01,9.878955e+00,7.543488e-01,3.363602e+00,1.268311e-01
783006,-4.037476e-01,8.786743e-01,9.797009e+00,7.543488e-01,3.485672e+00,6.579590e-02
783011,-4.396362e-01,8.589355e-01,9.811365e+00,6.933136e-01,1.959793e+00,-1.173096e-01
783016,-4.151123e-01,8.876465e-01,9.789832e+00,8.296204e-02,-6.647186e-01,1.268311e-01
783021,-3.541016e-01,8.822632e-01,9.899292e+00,-7.104950e-01,-2.312668e+00,4.760742e-03
783026,-3.463257e-01,8.607300e-01,9.913647e+00,-1.076706e+00,-2.984055e+00,-5.627441e-02
783030,-3.391479e-01,8.613281e-01,9.949536e+00,-1.259811e+00,-3.106125e+00,6.579590e-02
783036,-3.295776e-01,8.529541e-01,9.963892e+00,-7.715302e-01,-2.373703e+00,1.268311e-01
783040,-2.883057e-01,8.457764e-01,9.932190e+00,2.192688e-02,-6.647186e-01,6.579590e-02
783046,-3.134277e-01,8.631226e-01,9.881946e+00,5.102081e-01,1.349442e+00,6.579590e-02
783050,-3.756348e-01,8.714966e-01,9.893311e+00,6.933136e-01,3.119461e+00,-1.173096e-01
783056,-3.834106e-01,8.810669e-01,9.857422e+00,6.933136e-01,3.668777e+00,-5.627441e-02
783061,-4.545898e-01,8.744873e-01,9.815552e+00,5.712433e-01,2.692215e+00,4.760742e-03
783066,-4.378418e-01,8.996094e-01,9.798206e+00,2.660675e-01,3.118439e-01,-5.627441e-02
783071,-3.971680e-01,8.697021e-01,9.816748e+00,-3.442841e-01,-1.702316e+00,4.760742e-03
783076,-3.834106e-01,8.577393e-01,9.880151e+00,-8.325653e-01,-2.556808e+00,-2.393799e-01
783080,-4.055420e-01,8.673096e-01,9.883142e+00,-8.936005e-01,-2.556808e+00,-2.393799e-01
783086,-3.259888e-01,8.469727e-01,9.968079e+00,-6.494598e-01,-1.702316e+00,-5.627441e-02
783090,-3.235962e-01,8.350098e-01,9.925012e+00,-3.910828e-02,-2.985077e-01,1.268311e-01
783096,-3.110352e-01,8.481689e-01,9.875964e+00,4.491730e-01,1.105301e+00,1.268311e-01
783100,-3.546997e-01,8.613281e-01,9.872375e+00,3.881378e-01,2.264969e+00,6.579590e-02
783106,-3.804199e-01,8.505615e-01,9.867590e+00,3.881378e-01,2.142899e+00,6.579590e-02
783110,-4.378418e-01,8.499634e-01,9.841272e+00,1.439972e-01,1.349442e+00,6.579590e-02
783116,-3.941772e-01,8.822632e-01,9.851440e+00,-1.001434e-01,-4.205780e-01,6.579590e-02
783120,-3.481201e-01,8.762817e-01,9.892114e+00,-4.053192e-01,-1.763351e+00,6.579590e-02
783126,-3.618774e-01,8.589355e-01,9.892712e+00,-5.884247e-01,-2.312668e+00,-1.173096e-01
783131,-3.379517e-01,8.403931e-01,9.897498e+00,-5.273895e-01,-2.129562e+00,-2.393799e-01
783136,-3.361572e-01,8.260376e-01,9.931592e+00,-2.832489e-01,-1.214035e+00,-1.173096e-01
783140,-3.074463e-01,8.421875e-01,9.896301e+00,1.439972e-01,4.339142e-01,1.268311e-01
783146,-3.678589e-01,8.661133e-01,9.888525e+00,3.881378e-01,1.654617e+00,1.878662e-01
783150,-3.858032e-01,8.523560e-01,9.853833e+00,5.102081e-01,2.448074e+00,-5.627441e-02
783156,-4.013550e-01,8.535522e-01,9.830505e+00,3.881378e-01,2.264969e+00,4.760742e-03
783160,-4.438232e-01,8.583374e-01,9.850842e+00,8.296204e-02,1.227371e+00,-1.173096e-01
783166,-4.228882e-01,8.828613e-01,9.832898e+00,-1.001434e-01,-3.595428e-01,4.760742e-03
783170,-3.600830e-01,8.882446e-01,9.864600e+00,-4.663544e-01,-1.641281e+00,-1.173096e-01
783175,-3.822144e-01,8.882446e-01,9.928003e+00,-6.494598e-01,-2.190598e+00,4.760742e-03
783180,-3.654663e-01,8.409912e-01,9.962097e+00,-5.273895e-01,-1.763351e+00,-5.627441e-02
783185,-3.576904e-01,8.774780e-01,9.919031e+00,-2.222137e-01,-6.647186e-01,-5.627441e-02
783190,-3.696533e-01,8.924316e-01,9.875366e+00,2.192688e-02,5.559845e-01,6.579590e-02
783195,-3.505127e-01,8.529541e-01,9.884338e+00,3.271027e-01,1.654617e+00,6.579590e-02
783200,-4.187012e-01,8.445801e-01,9.851440e+00,3.881378e-01,2.142899e+00,1.268311e-01
783205,-4.013550e-01,8.655151e-01,9.814355e+00,2.660675e-01,1.654617e+00,6.579590e-02
783210,-4.151123e-01,8.714966e-01,9.858618e+00,-3.910828e-02,1.287384e-01,-5.627441e-02
783215,-4.139160e-01,8.625244e-01,9.919629e+00,-4.663544e-01,-1.519211e+00,6.579590e-02
783220,-4.354492e-01,8.559448e-01,9.921423e+00,-7.104950e-01,-2.495773e+00,-5.627441e-02
783225,-3.684570e-01,8.092896e-01,9.957910e+00,-7.715302e-01,-2.984055e+00,-5.627441e-02
783230,-2.996704e-01,8.332153e-01,9.864001e+00,-4.663544e-01,-2.556808e+00,-5.627441e-02
783236,-3.325684e-01,8.559448e-01,9.924414e+00,8.296204e-02,1.287384e-01,-5.627441e-02
783240,-3.570923e-01,8.565430e-01,9.903479e+00,3.271027e-01,2.692215e+00,1.268311e-01
783246,-3.840088e-01,8.397949e-01,9.828711e+00,8.153839e-01,3.241531e+00,-5.627441e-02
783250,-4.109253e-01,8.194580e-01,9.867590e+00,6.933136e-01,2.448074e+00,-1.173096e-01
783255,-4.372437e-01,8.326172e-01,9.807178e+00,2.050323e-01,8.611603e-01,-5.627441e-02
783260,-3.810181e-01,8.374023e-01,9.816150e+00,-3.442841e-01,-1.214035e+00,4.760742e-03
783265,-3.750366e-01,8.224487e-01,9.959705e+00,-9.546356e-01,-2.373703e+00,4.760742e-03
783270,-3.654663e-01,8.254395e-01,9.891516e+00,-9.546356e-01,-2.984055e+00,-1.173096e-01
783275,-3.218018e-01,8.224487e-01,9.952527e+00,-7.715302e-01,-2.556808e+00,-1.783447e-01
783280,-3.206055e-01,8.242432e-01,9.969873e+00,-2.222137e-01,-1.153000e+00,-1.173096e-01
783286,-3.277832e-01,8.314209e-01,9.929797e+00,2.050323e-01,6.780548e-01,-5.627441e-02
783292,-3.164185e-01,8.565430e-01,9.868188e+00,4.491730e-01,2.264969e+00,-1.173096e-01
783298,-3.780273e-01,8.206543e-01,9.872375e+00,5.712433e-01,2.753250e+00,-3.004150e-01
783303,-3.768311e-01,8.559448e-01,9.842468e+00,5.102081e-01,2.509109e+00,-3.004150e-01
783308,-4.049438e-01,8.661133e-01,9.831702e+00,2.050323e-01,1.349442e+00,-1.173096e-01
783313,-3.738403e-01,8.780762e-01,9.804187e+00,-1.001434e-01,-5.426483e-01,-1.783447e-01
783317,-3.899902e-01,8.924316e-01,9.857422e+00,-5.273895e-01,-1.641281e+00,-4.224854e-01
783321,-4.282715e-01,8.828613e-01,9.855627e+00,-5.273895e-01,-1.763351e+00,-4.224854e-01
